Plot,Date_coll,Date_weigh,Fruit_type,Num_Seeds,Total_Mass,Notes
8,9/25/2011,11/1/2011,CH,4,0.0163,
8,9/25/2011,11/1/2011,CH,3,0.0224,
8,9/25/2011,11/1/2011,CH,6,0.0285,
8,9/25/2011,11/1/2011,CH,3,0.0217,
8,9/25/2011,11/1/2011,CH,3,0.0141,
8,9/25/2011,11/1/2011,CH,3,0.0266,
8,9/25/2011,11/1/2011,CH,2,0.0167,
7,9/25/2011,11/1/2011,CH,4,0.0317,
8,9/25/2011,11/1/2011,CH,3,0.0264,
8,9/25/2011,11/1/2011,CH,5,0.0276,
7,9/25/2011,11/1/2011,CH,4,0.0223,
8,9/25/2011,11/1/2011,CH,3,0.0213,
8,9/25/2011,11/1/2011,CH,3,0.0239,
8,9/25/2011,11/1/2011,CH,2,0.0183,
8,9/25/2011,11/1/2011,CH,2,0.0156,
8,9/25/2011,11/1/2011,CH,2,0.0137,
8,9/25/2011,11/1/2011,CH,3,0.0175,
8,9/25/2011,11/1/2011,CH,3,0.0139,
6,9/25/2011,11/1/2011,CH,2,0.0081,
9,9/27/2011,11/1/2011,CH,2,0.0197,
7,9/25/2011,11/1/2011,CH,5,0.0261,
7,9/25/2011,11/1/2011,CH,4,0.0322,
7,9/25/2011,11/1/2011,CH,4,0.0385,
7,9/25/2011,11/1/2011,CH,3,0.0205,
7,9/25/2011,11/1/2011,CH,2,0.0136,
7,9/25/2011,11/1/2011,CH,5,0.0316,
7,9/25/2011,11/1/2011,CH,5,0.0321,
7,9/25/2011,11/1/2011,CH,3,0.0155,
7,9/25/2011,11/1/2011,CH,3,0.0204,
7,9/25/2011,11/1/2011,CH,3,0.0191,
8,9/25/2011,11/1/2011,CH,2,0.0152,
7,9/25/2011,11/1/2011,CH,4,0.0346,
7,9/25/2011,11/1/2011,CH,5,0.0308,
7,9/25/2011,11/1/2011,CH,3,0.0159,
7,9/25/2011,11/1/2011,CH,4,0.0205,
7,9/25/2011,11/1/2011,CH,1,0.0051,
7,9/25/2011,11/1/2011,CH,4,0.0191,
7,9/25/2011,11/1/2011,CH,5,0.0241,
7,9/25/2011,11/1/2011,CH,3,0.0246,
8,9/25/2011,11/1/2011,CH,3,0.0308,
8,9/25/2011,11/1/2011,CH,3,0.0311,
8,9/25/2011,11/1/2011,CH,3,0.0148,
8,9/25/2011,11/1/2011,CH,3,0.0209,
8,9/25/2011,11/1/2011,CH,3,0.0237,
9,9/27/2011,11/2/2011,CH,5,0.0305,
7,9/25/2011,11/2/2011,CH,4,0.0095,
8,9/25/2011,11/2/2011,CH,3,0.0196,
7,9/25/2011,11/2/2011,CH,2,0.0051,
8,9/25/2011,11/2/2011,CH,2,0.0164,
7,9/25/2011,11/2/2011,CH,6,0.0283,
6,9/25/2011,11/2/2011,CH,2,0.0074,
6,9/25/2011,11/2/2011,CH,2,0.0156,
7,9/25/2011,11/2/2011,CL,2,0.0139,
7,9/25/2011,11/2/2011,CH,2,0.0191,
7,9/25/2011,11/2/2011,CH,3,0.0152,
7,9/25/2011,11/2/2011,CH,1,0.0104,
7,9/25/2011,11/2/2011,CH,3,0.0181,
7,9/25/2011,11/2/2011,CH,2,0.0191,
7,9/25/2011,11/2/2011,CL,2,0.0107,
8,9/25/2011,11/2/2011,CH,3,0.0146,
7,9/25/2011,11/2/2011,CL,2,0.0167,
49,9/27/2011,11/2/2011,CH,2,0.0156,
10,9/27/2011,11/2/2011,CL,1,0.0067,
10,9/27/2011,11/2/2011,CL,1,0.0063,
10,9/27/2011,11/2/2011,CL,1,0.0032,
99,9/27/2011,11/2/2011,CL,1,0.0105,
99,9/27/2011,11/2/2011,CL,1,0.0078,
99,9/27/2011,11/2/2011,CL,1,0.0051,
99,9/27/2011,11/2/2011,CL,1,0.0096,
99,9/27/2011,11/2/2011,CL,1,0.0074,
99,9/27/2011,11/2/2011,CL,1,0.0082,
99,9/27/2011,11/2/2011,CL,1,0.0059,
99,9/27/2011,11/2/2011,CL,1,0.0081,
99,9/27/2011,11/2/2011,CL,1,0.0052,
99,9/27/2011,11/2/2011,CL,1,0.0081,
99,9/27/2011,11/2/2011,CL,1,0.0071,
99,9/27/2011,11/2/2011,CL,1,0.0054,
99,9/27/2011,11/2/2011,CL,1,0.0095,
99,9/27/2011,11/2/2011,CL,1,0.0047,
99,9/27/2011,11/2/2011,CL,1,0.0076,
6,9/25/2011,11/3/2011,CL,1,0.0054,
7,9/25/2011,11/3/2011,CL,1,0.0089,
7,9/25/2011,11/3/2011,CL,1,0.0067,
31,8/26/2011,11/3/2011,CL,3,0.0211,
99,9/27/2011,11/3/2011,CL,1,0.0073,
99,9/27/2011,11/3/2011,CL,1,0.0052,
10,9/27/2011,11/3/2011,CH,4,0.0175,
10,9/27/2011,11/3/2011,CL,2,0.0081,
10,9/27/2011,11/3/2011,CL,1,0.0064,
10,9/27/2011,11/3/2011,CL,1,0.0046,
10,9/27/2011,11/3/2011,CL,1,0.0057,
10,9/27/2011,11/3/2011,CL,1,0.0048,
10,9/27/2011,11/3/2011,CH,2,0.0066,
10,9/27/2011,11/3/2011,CL,1,0.0027,
10,9/27/2011,11/3/2011,CH,1,0.0071,
10,9/27/2011,11/3/2011,CH,2,0.0121,
99,9/27/2011,11/3/2011,CH,1,0.0096,
99,9/27/2011,11/3/2011,CH,1,0.0086,
9,9/27/2011,11/3/2011,CH,3,0.0181,
9,9/27/2011,11/3/2011,CH,5,0.0281,
9,9/27/2011,11/3/2011,CH,2,0.0102,
9,9/27/2011,11/3/2011,CH,2,0.0177,
99,9/27/2011,11/3/2011,CL,1,0.0081,
99,9/27/2011,11/3/2011,CL,1,0.0061,
9,9/27/2011,11/3/2011,CH,6,0.0449,
99,9/27/2011,11/3/2011,CL,1,0.0047,
96,9/27/2011,11/3/2011,CH,3,0.0248,
9,9/27/2011,11/3/2011,CH,3,0.0158,
9,9/27/2011,11/3/2011,CH,4,0.0192,
9,9/27/2011,11/3/2011,CH,3,0.0221,
9,9/27/2011,11/3/2011,CH,3,0.0161,
9,9/27/2011,11/3/2011,CH,4,0.0252,
7,9/25/2011,11/3/2011,CH,4,0.0122,
7,9/25/2011,11/3/2011,CH,4,0.0303,
6,9/25/2011,11/7/2011,CH,2,0.0081,
6,9/25/2011,11/7/2011,CH,1,0.0078,
9,9/27/2011,11/7/2011,CH,2,0.0152,
9,9/27/2011,11/7/2011,CH,4,0.0159,
9,9/27/2011,11/7/2011,CH,4,0.0096,
7,9/25/2011,11/7/2011,CL,1,0.0061,
7,9/25/2011,11/7/2011,CL,1,0.0076,
7,9/25/2011,11/7/2011,CL,2,0.0156,
7,9/25/2011,11/7/2011,CL,1,0.0055,
7,9/25/2011,11/7/2011,CL,1,0.0084,
7,9/25/2011,11/7/2011,CH,3,0.0221,
9,9/27/2011,11/7/2011,CH,2,0.0177,
9,9/27/2011,11/7/2011,CH,4,0.0329,
99,9/27/2011,11/7/2011,CL,1,0.0079,
99,9/27/2011,11/7/2011,CL,1,0.0061,
8,9/25/2011,11/7/2011,CL,1,0.0075,
8,9/25/2011,11/7/2011,CL,2,0.0145,
8,9/25/2011,11/7/2011,CL,2,0.0135,
8,9/25/2011,11/7/2011,CL,2,0.0113,
8,9/25/2011,11/7/2011,CL,1,0.0044,
8,9/25/2011,11/7/2011,CL,1,0.0073,
8,9/25/2011,11/7/2011,CL,1,0.0082,
8,9/25/2011,11/7/2011,CL,1,0.008,
8,9/25/2011,11/7/2011,CL,2,0.0107,
8,9/25/2011,11/7/2011,CL,2,0.0093,
8,9/25/2011,11/7/2011,CL,1,0.0049,
8,9/25/2011,11/7/2011,CL,1,0.0068,
8,9/25/2011,11/7/2011,CL,1,0.008,
8,9/25/2011,11/7/2011,CL,1,0.0056,
8,9/25/2011,11/7/2011,CL,1,0.0092,
7,9/25/2011,11/7/2011,CH,5,0.0192,
7,9/25/2011,11/7/2011,CL,2,0.0095,
7,9/25/2011,11/7/2011,CL,2,0.0152,
8,9/25/2011,11/7/2011,CL,1,0.0067,
8,9/25/2011,11/7/2011,CL,1,0.0062,
8,9/25/2011,11/7/2011,CL,1,0.0055,
6,9/25/2011,11/7/2011,CL,1,0.008,
6,9/25/2011,11/7/2011,CL,1,0.0031,
6,9/25/2011,11/7/2011,CL,1,0.0053,
6,9/25/2011,11/7/2011,CL,1,0.0044,
7,9/25/2011,11/7/2011,CH,3,0.024,
7,9/25/2011,11/7/2011,CH,4,0.0127,
49,9/27/2011,11/7/2011,CH,2,0.0143,
49,9/27/2011,11/7/2011,CH,2,0.0091,
49,9/27/2011,11/7/2011,CH,2,0.0146,
49,9/27/2011,11/7/2011,CH,2,0.0102,
49,9/27/2011,11/7/2011,CH,3,0.0161,
99,9/27/2011,11/7/2011,CL,1,0.0069,
99,9/27/2011,11/7/2011,CL,1,0.0064,
48,9/27/2011,11/7/2011,CH,3,0.0169,
9,9/27/2011,11/7/2011,CL,2,0.0164,
9,9/27/2011,11/7/2011,CH,3,0.0168,
10,9/27/2011,11/7/2011,CH,1,0.0069,
9,9/27/2011,11/7/2011,CH,4,0.0337,
9,9/27/2011,11/7/2011,CH,3,0.0187,
49,9/27/2011,11/7/2011,CL,1,0.0043,
49,9/27/2011,11/7/2011,CL,1,0.0055,
96,9/27/2011,11/7/2011,CH,4,0.0276,
49,9/27/2011,11/7/2011,CH,2,0.0136,
9,9/27/2011,11/7/2011,CH,5,0.0381,
49,9/27/2011,11/7/2011,CH,4,0.0281,
7,9/25/2011,11/7/2011,CH,3,0.0161,
7,9/25/2011,11/7/2011,CL,1,0.0078,
6,9/25/2011,11/7/2011,CH,2,0.0132,
8,9/25/2011,11/7/2011,CH,4,0.0191,
6,9/25/2011,11/7/2011,CH,2,0.0147,
6,9/25/2011,11/7/2011,CH,2,0.0101,
6,9/25/2011,11/7/2011,CH,2,0.0164,
6,9/25/2011,11/7/2011,CH,1,0.0091,
6,9/25/2011,11/7/2011,CH,1,0.0081,
6,9/25/2011,11/7/2011,CH,1,0.0012,VERY THIN
6,9/25/2011,11/7/2011,CH,2,0.0121,
6,9/25/2011,11/7/2011,CH,2,0.0088,
6,9/25/2011,11/7/2011,CH,2,0.0105,
6,9/25/2011,11/7/2011,CH,1,0.0067,
6,9/25/2011,11/7/2011,CH,1,0.0065,
6,9/25/2011,11/7/2011,CL,1,0.0039,
6,9/25/2011,11/7/2011,CL,1,0.0047,
118,8/24/2011,11/8/2011,CH,3,0.022,
118,8/24/2011,11/8/2011,CH,5,0.0353,
118,8/24/2011,11/8/2011,CL,2,0.0149,
127,8/24/2011,11/8/2011,CL,1,0.0058,
127,8/24/2011,11/8/2011,CL,2,0.0116,
118,8/24/2011,11/8/2011,CL,3,0.0242,
124,8/24/2011,11/8/2011,CH,4,0.0271,
124,8/24/2011,11/8/2011,CH,2,0.0189,
127,8/24/2011,11/8/2011,CH,4,0.0429,
127,8/24/2011,11/8/2011,CL,3,0.0197,
116,8/24/2011,11/8/2011,CH,4,0.027,
116,8/24/2011,11/8/2011,CL,2,0.0042,
127,8/24/2011,11/8/2011,CL,2,0.019,
187,8/26/2011,11/8/2011,CL,1,0.0077,
187,8/26/2011,11/8/2011,CL,2,0.0151,
9,9/27/2011,11/8/2011,CL,1,0.0082,
9,9/27/2011,11/8/2011,CL,2,0.0141,
9,9/27/2011,11/8/2011,CL,2,0.0108,
9,9/27/2011,11/8/2011,CL,2,0.0175,
10,9/27/2011,11/8/2011,CH,3,0.0178,
9,9/27/2011,11/8/2011,CL,2,0.0147,
9,9/27/2011,11/8/2011,CL,2,0.0139,
9,9/27/2011,11/8/2011,CL,1,0.0085,
9,9/27/2011,11/8/2011,CL,1,0.0067,
9,9/27/2011,11/8/2011,CL,1,0.007,
9,9/27/2011,11/8/2011,CL,2,0.0127,
9,9/27/2011,11/8/2011,CL,2,0.0089,
9,9/27/2011,11/8/2011,CL,1,0.0097,
9,9/27/2011,11/8/2011,CL,1,0.0042,
9,9/27/2011,11/8/2011,CL,1,0.0058,
9,9/27/2011,11/8/2011,CL,2,0.0189,
10,9/27/2011,11/8/2011,CH,3,0.0194,
118,8/24/2011,11/8/2011,CL,3,0.0272,
107,8/24/2011,11/8/2011,CH,4,0.0045,ALL VERY THIN
103,8/24/2011,11/8/2011,CL,2,0.0184,
107,8/24/2011,11/8/2011,CH,4,0.0198,
178,8/26/2011,11/8/2011,CH,3,0.0206,
178,8/26/2011,11/8/2011,CL,1,0.0084,
107,8/24/2011,11/8/2011,CL,2,0.0149,
187,8/26/2011,11/8/2011,CL,3,0.0159,
180,8/26/2011,11/8/2011,CL,1,0.0085,
178,8/26/2011,11/8/2011,CL,2,0.0069,
182,8/26/2011,11/8/2011,CL,3,0.0223,
176,8/26/2011,11/8/2011,CL,3,0.0229,
175,8/26/2011,11/8/2011,CL,1,0.0041,
31,8/26/2011,11/8/2011,CL,1,0.0039,
31,8/26/2011,11/8/2011,CL,2,0.0059,
176,8/26/2011,11/8/2011,CL,3,0.0198,
179,8/26/2011,11/8/2011,CL,2,0.0143,
178,8/26/2011,11/8/2011,CL,3,0.0128,
99,9/27/2011,11/8/2011,CL,1,0.0073,
9,9/27/2011,11/8/2011,CH,4,0.0163,
97,9/27/2011,11/8/2011,CL,1,0.0066,
97,9/27/2011,11/8/2011,CL,1,0.0063,
97,9/27/2011,11/8/2011,CL,1,0.0043,
97,9/27/2011,11/8/2011,CL,1,0.0061,
97,9/27/2011,11/8/2011,CL,1,0.0063,
97,9/27/2011,11/8/2011,CL,1,0.0069,
97,9/27/2011,11/8/2011,CL,1,0.0047,
9,9/27/2011,11/8/2011,CL,1,0.0096,
9,9/27/2011,11/8/2011,CL,2,0.0125,
9,9/27/2011,11/8/2011,CL,1,0.0096,
9,9/27/2011,11/8/2011,CL,1,0.0084,
9,9/27/2011,11/8/2011,CL,1,0.0058,
9,9/27/2011,11/8/2011,CL,1,0.0093,
10,9/27/2011,11/8/2011,CH,3,0.0116,
10,9/27/2011,11/8/2011,CH,2,0.0106,
10,9/27/2011,11/8/2011,CH,2,0.0072,
10,9/27/2011,11/8/2011,CH,2,0.0139,
10,9/27/2011,11/8/2011,CH,2,0.0074,
10,9/27/2011,11/8/2011,CH,2,0.0089,
10,9/27/2011,11/8/2011,CH,1,0.0057,
10,9/27/2011,11/8/2011,CH,1,0.0047,
10,9/27/2011,11/8/2011,CH,1,0.0023,
9,9/27/2011,11/8/2011,CL,2,0.0108,
10,9/27/2011,11/8/2011,CH,1,0.0047,
9,9/27/2011,11/8/2011,CL,1,0.0068,
9,9/27/2011,11/8/2011,CL,1,0.0094,
116,8/24/2011,11/8/2011,CL,2,0.0132,
116,8/24/2011,11/8/2011,CL,2,0.0118,
174,8/26/2011,11/8/2011,CH,2,0.0232,
176,8/26/2011,11/8/2011,CH,5,0.0304,
179,8/26/2011,11/8/2011,CL,2,0.0175,
173,8/26/2011,11/8/2011,CL,2,0.0144,
178,8/26/2011,11/8/2011,CH,3,0.0266,
177,8/26/2011,11/8/2011,CL,2,0.0106,
48,9/27/2011,11/8/2011,CH,1,0.0071,
96,9/27/2011,11/8/2011,CL,1,0.0048,
96,9/27/2011,11/8/2011,CL,2,0.0197,
117,8/24/2011,11/8/2011,CL,2,0.0027,
96,9/27/2011,11/8/2011,CL,1,0.0053,
96,9/27/2011,11/8/2011,CL,1,0.0071,
96,9/27/2011,11/8/2011,CL,1,0.0094,
96,9/27/2011,11/8/2011,CL,2,0.0158,
97,9/27/2011,11/8/2011,CL,1,0.0053,
97,9/27/2011,11/8/2011,CL,1,0.0052,
97,9/27/2011,11/8/2011,CL,1,0.0051,
97,9/27/2011,11/8/2011,CL,1,0.0045,
96,9/27/2011,11/8/2011,CL,1,0.0052,
49,9/27/2011,11/8/2011,CL,1,0.0061,
9,9/27/2011,11/8/2011,CH,3,0.0181,
99,9/27/2011,11/8/2011,CL,1,0.0076,
99,9/27/2011,11/8/2011,CL,1,0.0096,
49,9/27/2011,11/8/2011,CL,1,0.0101,
49,9/27/2011,11/8/2011,CL,1,0.0067,
49,9/27/2011,11/8/2011,CL,1,0.0034,
49,9/27/2011,11/8/2011,CL,1,0.0018,
49,9/27/2011,11/8/2011,CL,1,0.0018,
49,9/27/2011,11/8/2011,CL,1,0.0057,
49,9/27/2011,11/8/2011,CL,1,0.0063,
49,9/27/2011,11/8/2011,CL,1,0.0072,
96,9/27/2011,11/8/2011,CL,1,0.0064,
96,9/27/2011,11/8/2011,CL,1,0.0061,
96,9/27/2011,11/8/2011,CL,1,0.0062,
96,9/27/2011,11/8/2011,CL,1,0.0063,
96,9/27/2011,11/8/2011,CL,1,0.0082,
96,9/27/2011,11/8/2011,CH,3,0.0297,
49,9/27/2011,11/8/2011,CL,1,0.0049,
97,9/27/2011,11/8/2011,CL,1,0.0062,
49,9/27/2011,11/8/2011,CL,1,0.0073,
97,9/27/2011,11/8/2011,CL,1,0.0066,
97,9/27/2011,11/8/2011,CL,1,0.0044,
97,9/27/2011,11/8/2011,CH,1,0.0078,
97,9/27/2011,11/8/2011,CH,2,0.0163,
97,9/27/2011,11/8/2011,CH,1,0.0094,
97,9/27/2011,11/8/2011,CH,2,0.0147,
49,9/27/2011,11/8/2011,CL,1,0.0054,
97,9/27/2011,11/8/2011,CL,1,0.0031,
49,9/27/2011,11/8/2011,CL,1,0.0033,
49,9/27/2011,11/8/2011,CL,1,0.0065,
9,9/27/2011,11/8/2011,CH,4,0.0286,
99,9/27/2011,11/8/2011,CL,1,0.0061,
99,9/27/2011,11/8/2011,CL,1,0.0039,
99,9/27/2011,11/8/2011,CL,1,0.0078,
99,9/27/2011,11/8/2011,CL,1,0.0074,
9,9/27/2011,11/8/2011,CL,1,0.0063,
9,9/27/2011,11/8/2011,CL,1,0.0093,
9,9/27/2011,11/8/2011,CL,1,0.0102,
9,9/27/2011,11/8/2011,CL,2,0.0165,
9,9/27/2011,11/8/2011,CL,2,0.0143,
97,9/27/2011,11/8/2011,CL,1,0.0046,
7,9/25/2011,11/8/2011,CH,3,0.0309,
97,9/27/2011,11/8/2011,CL,1,0.0041,
97,9/27/2011,11/8/2011,CH,1,0.0052,
7,9/25/2011,11/8/2011,CL,2,0.0131,
7,9/25/2011,11/8/2011,CL,2,0.0123,
8,9/25/2011,11/8/2011,CL,1,0.0074,
8,9/25/2011,11/8/2011,CL,1,0.0063,
8,9/25/2011,11/8/2011,CL,1,0.0066,
8,9/25/2011,11/8/2011,CH,3,0.0168,
8,9/25/2011,11/8/2011,CH,4,0.0205,
8,9/25/2011,11/8/2011,CH,3,0.017,
7,9/25/2011,11/8/2011,CL,2,0.0152,
7,9/25/2011,11/8/2011,CL,2,0.0126,
8,9/25/2011,11/8/2011,CH,3,0.0121,
7,9/25/2011,11/8/2011,CL,2,0.0134,
8,9/25/2011,11/8/2011,CH,2,0.0123,
178,8/26/2011,11/8/2011,CH,5,0.0261,
110,8/24/2011,11/9/2011,CL,1,0.0023,
110,8/24/2011,11/9/2011,CL,1,0.0072,
9,9/27/2011,11/9/2011,CL,1,0.0074,
110,8/24/2011,11/9/2011,CH,3,0.0126,
110,8/24/2011,11/9/2011,CH,2,0.0101,
110,8/24/2011,11/9/2011,CH,3,0.0052,
103,8/24/2011,11/9/2011,CH,2,0.0185,
103,8/24/2011,11/9/2011,CH,3,0.0247,
110,8/24/2011,11/9/2011,CL,3,0.0152,
97,9/27/2011,11/9/2011,CL,1,0.005,
97,9/27/2011,11/9/2011,CL,1,0.0048,
6,9/25/2011,11/9/2011,CL,1,0.0043,
6,9/25/2011,11/9/2011,CL,1,0.0051,
6,9/25/2011,11/9/2011,CL,1,0.0046,
6,9/25/2011,11/9/2011,CL,1,0.0101,
7,9/25/2011,11/9/2011,CH,3,0.0213,
31,8/26/2011,11/9/2011,CL,3,0.0076,
31,8/26/2011,11/9/2011,CL,2,0.0103,
30,8/26/2011,11/9/2011,CH,4,0.0206,
177,8/26/2011,11/9/2011,CH,3,0.0119,
177,8/26/2011,11/9/2011,CL,2,0.0198,
172,8/26/2011,11/9/2011,CH,4,0.0274,
177,8/26/2011,11/9/2011,CL,3,0.0287,
170,8/26/2011,11/9/2011,CL,2,0.0103,
170,8/26/2011,11/9/2011,CL,2,0.0124,
170,8/26/2011,11/9/2011,CL,2,0.0178,
177,8/26/2011,11/9/2011,CL,3,0.0253,
176,8/26/2011,11/9/2011,CL,2,0.0143,
176,8/26/2011,11/9/2011,CH,4,0.0234,
31,8/26/2011,11/9/2011,CL,4,0.0101,
31,8/26/2011,11/9/2011,CL,2,0.0063,
31,8/26/2011,11/9/2011,CL,2,0.0091,
123,8/26/2011,11/9/2011,CL,2,0.0041,
49,9/27/2011,11/9/2011,CL,1,0.0045,
97,9/27/2011,11/9/2011,CL,1,0.0051,
9,9/27/2011,11/16/2011,CL,1,0.0059,
9,9/27/2011,11/16/2011,CL,1,0.0092,
9,9/27/2011,11/16/2011,CL,2,0.0177,
9,9/27/2011,11/16/2011,CL,1,0.0033,
9,9/27/2011,11/16/2011,CL,1,0.0081,
9,9/27/2011,11/16/2011,CL,1,0.0079,
9,9/27/2011,11/16/2011,CL,1,0.0076,
9,9/27/2011,11/16/2011,CL,2,0.0127,
